rotation x;rotation z;real x;real z
14.25259;12.99015;3.990724;3.711471
14.27231;13.41061;3.996246;3.831603
14.28615;13.84111;4.000123;3.954604
14.3039;14.28678;4.005093;4.081936
14.31546;14.74435;4.008328;4.212671
14.3296;15.21702;4.012287;4.347722
14.32652;15.94728;4.011426;4.556367
14.33588;16.45608;4.014047;4.701737
14.35286;16.71512;4.0188;4.775748
14.3507;17.24396;4.018195;4.926845
14.33282;17.52903;4.013189;5.008296
14.26797;17.83655;3.995033;5.096158
14.15304;18.72129;3.96285;5.348941
14.09194;19.0062;3.945742;5.430344
13.97798;19.83579;3.913833;5.667368
13.89137;20.36465;3.889582;5.818472
13.80409;20.87532;3.865145;5.964377
13.74051;21.12701;3.847342;6.03629
13.62556;21.85045;3.815156;6.242986
13.56861;22.08222;3.799211;6.309206
13.48648;22.53411;3.776213;6.438319
13.40543;22.97035;3.75352;6.562958
13.31848;23.38984;3.729173;6.68281
13.21199;23.99166;3.699357;6.854761
13.15889;24.18503;3.68449;6.91001
13.05182;24.74418;3.654509;7.069766
12.96756;25.09498;3.630915;7.169995
12.89218;25.43443;3.609811;7.266981
12.81503;25.75812;3.588208;7.359463
12.7599;25.91376;3.572773;7.403932
12.66121;26.36639;3.545138;7.533256
12.58986;26.6533;3.525161;7.61523
12.51442;26.92403;3.504039;7.692582
12.44584;27.18387;3.484835;7.766821
12.36956;27.43145;3.463476;7.837557
12.30463;27.66654;3.445297;7.904727
12.22521;27.88918;3.42306;7.968337
12.16613;28.10349;3.406517;8.029569
12.09873;28.30622;3.387645;8.087493
12.02662;28.49573;3.367454;8.141638
11.94822;28.76066;3.345501;8.217331
11.88151;28.92724;3.326824;8.264926
11.8151;29.07689;3.308229;8.307684
11.76024;29.2197;3.292866;8.348487
11.67092;29.41757;3.267857;8.405021
11.583;29.59072;3.24324;8.454492
11.47616;29.79114;3.213324;8.511754
11.37139;29.95174;3.18399;8.55764
11.2911;30.04902;3.161509;8.585436
11.19128;30.15015;3.133558;8.614329
11.10669;30.19889;3.109872;8.628256
11.00756;30.2362;3.082116;8.638914
10.89284;30.23111;3.049996;8.63746
10.80429;30.18691;3.025201;8.624831
10.70342;30.08157;2.996957;8.594735
10.61214;29.95943;2.9714;8.559837
10.49662;29.66789;2.939053;8.476542
10.41705;29.45245;2.916773;8.414985
10.33779;29.13804;2.894581;8.325156
10.24416;28.6887;2.868366;8.196772
10.16026;28.15471;2.844872;8.044205
10.07002;27.32203;2.819607;7.806295
9.991102;26.45676;2.797509;7.559075
9.912253;25.46648;2.775431;7.276137
9.815262;23.98342;2.748273;6.852406
9.747731;22.25384;2.729365;6.358239
9.668447;19.51472;2.707165;5.575634
9.605715;17.09371;2.6896;4.883917
9.596644;16.48705;2.68706;4.710587
9.528907;13.55977;2.668094;3.874219
9.371155;9.79617;2.623923;2.798906
9.155297;6.397368;2.563483;1.827819
8.909776;3.857483;2.494737;1.102138
8.62049;1.784703;2.413737;0.5099151
8.351944;0.5389379;2.338544;0.1539823
8.091053;359.8151;2.265495;-0.05283029
7.812463;359.4679;2.18749;-0.1520211
7.542647;359.5607;2.111941;-0.1255144
7.285998;0.01100822;2.04008;0.003145207
7.012293;0.7944517;1.963442;0.2269862
6.74081;1.888292;1.887427;0.5395122
6.461801;3.257912;1.809304;0.930832
6.15127;4.884622;1.722356;1.395606
5.841978;6.725391;1.635754;1.92154
5.503454;8.928621;1.540967;2.551035
5.147984;11.08703;1.441436;3.167722
4.876821;12.77573;1.36551;3.650208
4.68922;12.11805;1.312982;3.4623
4.4993;11.66852;1.259804;3.333863
4.30225;11.43437;1.20463;3.266963
4.100007;11.36237;1.148002;3.246391
3.899208;11.41708;1.091778;3.262022
3.699247;11.59521;1.035789;3.312917
3.489691;11.87878;0.9771134;3.393937
3.277267;12.23261;0.9176347;3.495032
3.084902;12.64794;0.8637725;3.613697
2.891234;13.13558;0.8095456;3.753024
2.671746;13.74208;0.748089;3.926308
2.464387;14.43798;0.6900285;4.125138
2.240586;15.22633;0.6273642;4.350379
2.041249;15.97119;0.5715497;4.563197
1.820507;16.92858;0.509742;4.836737
1.600892;17.98415;0.4482498;5.13833
1.382797;19.14658;0.3871831;5.470453
1.174387;20.32263;0.3288282;5.806466
0.9657859;21.69183;0.27042;6.197665
0.7161862;23.41319;0.2005321;6.689483
0.5183476;24.9313;0.1451373;7.12323
0.2955248;26.82964;0.08274695;7.665613
0.1073476;28.74891;0.03005732;8.213973
8.537737E-07;29.94507;2.390566E-07;8.555735
1.707547E-06;32.38494;4.781132E-07;9.252841
0;34.65253;0;9.900723
1.707547E-06;36.47924;4.781132E-07;10
-1.707547E-06;38.15044;-4.781132E-07;10
0;39.40483;0;10
0;40.48598;0;10
1.707547E-06;41.41018;4.781132E-07;10
0;42.19352;0;10
1.707547E-06;42.87932;4.781132E-07;10
1.707547E-06;43.36512;4.781132E-07;10
-1.707547E-06;43.72247;-4.781132E-07;10
1.707547E-06;44.05738;4.781132E-07;10
0;44.25542;0;10
0;44.34498;0;10
0;44.31742;0;10
0;44.19308;0;10
1.707547E-06;43.95646;4.781132E-07;10
0;43.63965;0;10
-1.707547E-06;43.13223;-4.781132E-07;10
1.707547E-06;42.48568;4.781132E-07;10
1.707547E-06;41.68096;4.781132E-07;10
1.707547E-06;40.62518;4.781132E-07;10
1.707547E-06;39.42337;4.781132E-07;10
0;37.78193;0;10
0;35.79327;0;10
0;33.2365;0;9.496144
8.537737E-07;30.11604;2.390566E-07;8.604582
-1.707547E-06;29.15113;-4.781132E-07;8.328895
0;26.26345;0;7.503843
0;22.98726;0;6.567789
8.537737E-07;19.82899;2.390566E-07;5.665425
0;16.64382;0;4.755378
0;13.70091;0;3.914547
8.537737E-07;11.05664;2.390566E-07;3.159041
4.268868E-07;8.735078;1.195283E-07;2.495737
2.134434E-07;6.918455;5.976415E-08;1.976701
2.134434E-07;5.324693;5.976415E-08;1.521341
0;4.069994;0;1.162856
0;3.310578;0;0.9458796
1.067217E-07;3.089054;2.988208E-08;0.882587
-1.067217E-07;3.511143;-2.988208E-08;1.003184
-2.134434E-07;4.720661;-5.976415E-08;1.34876
0;6.957581;0;1.98788
8.537737E-07;10.04131;2.390566E-07;2.868947
0;14.42382;0;4.121091
0;15.18871;0;4.339632
8.537737E-07;17.5737;2.390566E-07;5.021057
8.537737E-07;20.20018;2.390566E-07;5.771479
-8.537737E-07;22.70011;-2.390566E-07;6.485746
0;24.89371;0;7.11249
0;26.03588;0;7.438824
0;26.28479;0;7.50994
0;25.38501;0;7.25286
0;23.38184;0;6.680525
8.537737E-07;20.65607;2.390566E-07;5.901735
0;17.02057;0;4.86302
4.268868E-07;13.52208;1.195283E-07;3.86345
0;11.81511;0;3.375746
-2.134434E-07;7.645697;-5.976415E-08;2.184485
-2.134434E-07;4.26817;-5.976415E-08;1.219477
-5.336085E-08;1.733263;-1.494104E-08;0.4952179
-1.667527E-09;359.9656;-4.669075E-10;-0.009817941
0;359.1339;0;-0.2474714
2.668043E-08;359.039;7.470519E-09;-0.2745797
0;359.6855;0;-0.08986991
0;1.011234;0;0.288924
1.067217E-07;2.826684;2.988208E-08;0.807624
-2.134434E-07;5.707843;-5.976415E-08;1.630812
0;8.367529;0;2.390723
-4.268868E-07;11.35829;-1.195283E-07;3.245227
0;14.60084;0;4.171669
0.7786519;17.0509;0.2180225;4.871685
1.555134;19.00483;0.4354375;5.42995
2.310688;20.46436;0.6469928;5.84696
3.068319;21.63693;0.8591292;6.181982
3.783004;22.45687;1.059241;6.41625
4.538154;23.20828;1.270683;6.630938
5.29023;23.73878;1.481264;6.78251
6.056378;24.13962;1.695786;6.897034
6.796275;24.38437;1.902957;6.966963
7.548728;24.51601;2.113644;7.004575
8.322118;24.51434;2.330193;7.004098
9.141052;24.37976;2.559495;6.965647
10.03316;23.98791;2.809284;6.853688
10.86322;23.39953;3.041701;6.68558
11.67765;22.64244;3.269742;6.469267
12.49593;21.58386;3.49886;6.166817
13.40087;20.09887;3.752244;5.742533
14.28333;18.17081;3.999332;5.19166
14.92437;16.78666;4.178822;4.796188
15.56554;15.4294;4.358351;4.4084
16.30569;14.08106;4.565595;4.023161
17.13695;12.70903;4.798345;3.631152
17.79236;11.83171;4.981861;3.38049
18.43814;11.10317;5.162679;3.172334
19.09868;10.54763;5.347631;3.01361
19.68254;10.16723;5.511112;2.904923
20.26841;9.914778;5.675154;2.832794
20.86181;9.82688;5.841307;2.80768
21.48046;9.871099;6.014529;2.820314
22.03061;10.02043;6.16857;2.862979
22.62027;10.32735;6.333674;2.950672
23.19639;10.70644;6.494989;3.058984
23.84141;11.25212;6.675594;3.214892
24.34901;11.72893;6.817724;3.351123
24.5266;11.89947;6.867449;3.399848
23.76016;11.40721;6.652845;3.259204
23.03139;10.98887;6.44879;3.139677
22.22049;10.56313;6.221736;3.018037
21.43654;10.24662;6.00223;2.927607
20.77763;9.987379;5.817736;2.853537
20.0698;9.760291;5.619545;2.788655
19.35701;9.543242;5.419963;2.72664
18.66097;9.38811;5.225073;2.682317
18.03518;9.235134;5.049849;2.63861
17.33841;9.103444;4.854754;2.600984
16.71939;8.995475;4.68143;2.570136
16.06493;8.905769;4.498179;2.544506
15.39277;8.826295;4.309977;2.521799
14.7504;8.761291;4.130113;2.503226
14.09024;8.708925;3.945268;2.488265
13.4938;8.670484;3.778265;2.477281
12.87114;8.648862;3.603919;2.471103
12.28127;8.627072;3.438756;2.464878
11.71835;8.620906;3.281139;2.463116
11.12977;8.62343;3.116335;2.463837
10.6201;8.630494;2.973627;2.465856
10.08869;8.648841;2.824832;2.471097
9.548162;8.670849;2.673486;2.477386
9.018044;8.702432;2.525052;2.486409
8.46459;8.753881;2.370085;2.501109
7.949732;8.802868;2.225925;2.515105
7.205881;8.892345;2.017647;2.54067
6.724459;8.954304;1.882849;2.558372
6.225858;9.034936;1.74324;2.58141
5.743864;9.119657;1.608282;2.605616
5.265518;9.213793;1.474345;2.632512
4.727054;9.355357;1.323575;2.672959
4.207846;9.473598;1.178197;2.706742
3.661639;9.648881;1.025259;2.756823
3.151086;9.814659;0.8823041;2.804188
2.634003;9.997987;0.7375208;2.856568
2.083686;10.22519;0.5834322;2.921482
1.506219;10.52563;0.4217414;3.007323
0.899955;10.8452;0.2519874;3.098628
0.2546797;11.25555;0.07131031;3.215872
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
-5.336085E-08;11.47562;-1.494104E-08;3.278749
